Year,ID,Name,Nationality,Age,Height,Weight,Preferred Foot,Body Type,Skill Moves,Weak Foot,Finishing,ShotPower,Positioning,Crossing,Marking,StandingTackle,SlidingTackle,Interceptions,ShortPassing,Vision,BallControl,LongPassing,Stamina,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Value,Wage,Contract Valid Until,AttackingScore,DefendingScore,FieldingScore,GoalkeepingScore
24,194964,Nathaniel Méndez-Laing,Guatemala,31,180,77,Right,Stocky (170-185),3,3,62,72,61,65,50,52,45,52,62,62,67,51,71,16,15,10,12,11,1000000.0,6000.0,2024.0,72.35,54.89999999999999,63.0,19.3
24,195065,Geoffry Hairemans,Belgium,31,183,64,Left,Lean (170-185),3,2,67,78,70,79,43,46,38,55,76,75,76,78,73,8,8,16,10,10,1000000.0,7000.0,2025.0,80.89999999999999,50.800000000000004,74.45,14.0
24,195087,Radosav Petrović,Serbia,34,193,83,Right,Lean (185+),2,3,48,63,55,49,68,70,59,69,65,64,63,64,70,11,15,9,14,7,400000.0,500.0,2024.0,63.85,69.25,64.5,16.950000000000003
24,195620,Roy Krishna,Fiji,35,169,70,Right,Normal (170-),4,4,68,66,68,63,41,50,43,42,64,65,67,64,87,13,13,6,11,9,525000.0,700.0,2024.0,72.94999999999999,52.1,67.9,18.299999999999997
24,196972,Lars Sætra,Norway,31,195,90,Right,Normal (185+),2,3,33,57,35,39,68,65,62,67,67,46,63,58,63,13,16,11,10,12,825000.0,2000.0,2025.0,48.599999999999994,69.15,58.35000000000001,18.55
24,198080,Boadu Maxwell Acosty,Ghana,31,178,76,Right,Normal (170-185),4,4,62,72,67,65,23,37,35,32,60,59,68,56,70,14,6,5,15,7,1000000.0,2000.0,2027.0,73.5,39.45,63.050000000000004,15.850000000000001
24,198131,Gheorghe Grozav,Romania,32,182,71,Right,Normal (170-185),3,4,66,71,69,61,28,27,25,32,68,68,67,62,70,10,11,10,14,8,950000.0,4000.0,2024.0,74.2,37.800000000000004,66.79999999999998,17.1
24,198190,Greg Cunningham,Republic of Ireland,32,183,70,Left,Normal (170-185),3,2,47,60,56,67,67,67,66,68,67,55,64,64,65,16,16,9,11,7,775000.0,12000.0,2023.0,62.300000000000004,68.5,62.70000000000001,18.450000000000003
24,198347,Franco Daniel Jara,Argentina,34,180,77,Right,Normal (170-185),3,3,69,72,67,64,19,29,29,28,68,64,68,58,52,13,16,10,9,10,575000.0,6000.0,2023.0,75.30000000000001,37.15,64.1,18.1
24,198517,Xavier Laglais Kouassi,Côte d'Ivoire,33,174,69,Right,Normal (170-185),3,2,45,63,65,48,68,71,61,66,67,66,65,63,81,12,15,9,16,10,575000.0,3000.0,2024.0,63.7,68.4,66.45,18.5
24,198868,Nicolas Isimat-Mirin,France,31,188,82,Right,Lean (185+),2,3,28,52,19,47,67,70,62,67,64,34,53,65,53,14,6,16,9,15,825000.0,5000.0,2024.0,42.849999999999994,69.3,53.75,18.35
24,199051,Yohan Tavares,Portugal,35,188,83,Right,Normal (185+),2,3,36,48,29,48,68,69,67,69,65,33,58,56,69,14,10,16,13,9,325000.0,2000.0,2027.0,49.24999999999999,69.30000000000001,57.8,17.85
24,199347,Timo Beermann,Germany,32,188,85,Left,Normal (185+),2,3,37,60,28,49,63,73,69,61,53,36,41,55,61,16,12,12,15,16,775000.0,5000.0,2024.0,45.54999999999999,68.4,49.15,20.35
24,199392,Matías Aguirregaray Guruceaga,Uruguay,34,177,78,Right,Normal (170-185),3,3,53,65,66,78,68,70,66,68,65,62,61,54,56,11,16,10,8,9,450000.0,500.0,2023.0,69.35000000000001,69.15,60.95,17.25
24,199504,Taulant Xhaka,Albania,32,172,72,Right,Normal (170-185),3,4,54,73,61,69,65,66,67,65,68,60,64,67,80,11,8,14,14,11,800000.0,6000.0,2024.0,70.94999999999999,67.35000000000001,66.5,16.650000000000002
24,199568,Konstantinos Lamprou,Greece,31,178,84,Left,Stocky (170-185),1,3,18,54,8,11,11,11,11,12,34,46,32,37,30,67,62,72,64,73,650000.0,5000.0,2024.0,29.750000000000004,19.65,38.4,65.65
24,199574,Alexandre Letellier,France,32,193,93,Right,Normal (185+),1,2,10,45,14,13,15,13,11,24,28,22,16,23,31,67,66,60,65,72,600000.0,18000.0,2024.0,21.349999999999998,26.849999999999998,28.200000000000003,66.4
24,199840,Marco André da Silva Lopes Matias,Portugal,34,177,73,Right,Normal (170-185),4,3,64,74,65,63,34,31,30,37,64,65,67,60,61,7,13,9,12,14,575000.0,3000.0,2024.0,74.55,40.74999999999999,64.7,16.95
24,200478,Jeff Patrick Hendrick,Republic of Ireland,31,185,79,Right,Lean (185+),3,3,65,74,65,67,71,66,66,67,69,64,72,70,75,12,6,9,9,14,1000000.0,32000.0,2024.0,75.2,67.50000000000001,69.0,16.25
24,200683,Osama Jabbar Shafeeq Rashid,Iraq,31,178,70,Right,Normal (170-185),3,3,58,74,65,68,61,58,40,59,69,68,73,67,75,15,8,9,11,7,1000000.0,3000.0,2024.0,74.95,58.00000000000001,70.55,15.0
24,200697,Ryan Sirous Tafazolli,England,31,196,93,Left,Normal (185+),2,2,18,37,21,38,69,68,67,67,53,31,55,46,69,16,13,14,13,15,825000.0,5000.0,2024.0,38.3,69.75000000000001,51.0,20.25
24,200713,Soner Aydoğdu,Turkey,32,180,72,Left,Lean (170-185),3,3,62,74,66,70,66,63,58,65,71,70,71,73,69,14,10,15,13,6,800000.0,6000.0,2025.0,76.2,64.15000000000002,70.25,16.85
24,200826,Mauro Daniel Quiroga,Argentina,33,190,82,Left,Normal (185+),3,2,69,70,71,30,32,15,17,26,62,45,69,58,71,10,15,13,9,7,775000.0,6000.0,2023.0,68.6,37.550000000000004,61.800000000000004,18.05
24,200831,Abdenasser El Khayati,Netherlands,34,185,69,Right,Normal (185+),4,3,70,74,69,71,51,39,32,38,71,71,70,70,37,15,10,14,13,13,575000.0,2000.0,2024.0,78.05000000000001,46.150000000000006,66.35000000000001,16.6
24,200914,Alessandro Salvi,Italy,35,183,76,Right,Lean (170-185),3,4,56,64,59,61,67,65,65,59,68,61,65,62,72,10,16,7,13,14,375000.0,1000.0,2024.0,67.4,65.3,65.35,18.75
24,201266,Kasper Kusk Vangsgaard,Denmark,31,180,67,Left,Lean (170-185),3,2,64,63,67,66,41,33,28,40,67,68,67,64,74,6,13,16,15,11,1000000.0,5000.0,2024.0,71.60000000000001,43.300000000000004,67.25,16.450000000000003
24,201301,Daniel Mathias Høegh,Denmark,32,190,79,Right,Normal (185+),2,2,31,58,32,31,69,67,65,65,67,42,63,65,66,8,13,14,7,11,775000.0,6000.0,2025.0,48.650000000000006,68.35000000000001,59.60000000000001,16.15
24,201304,Bashkim Kadrii,Denmark,31,177,71,Left,Normal (170-185),3,3,65,74,69,63,34,51,49,51,61,66,69,49,69,8,12,12,10,13,1000000.0,7000.0,2024.0,74.60000000000001,52.85,63.45,17.5
24,201438,Hannes Van Der Bruggen,Belgium,30,180,74,Right,Lean (170-185),3,4,54,73,67,67,68,67,64,71,69,72,67,67,76,13,14,14,16,8,1200000.0,6000.0,2024.0,72.30000000000001,67.69999999999999,68.89999999999999,17.85
24,201530,Bruno Martella,Italy,30,183,80,Left,Normal (170-185),3,2,48,64,64,70,56,62,63,59,64,58,64,64,82,10,8,10,9,9,1000000.0,2000.0,2024.0,67.50000000000001,61.90000000000001,64.45,15.75
24,202208,Dimitri Petratos,Australia,30,176,82,Right,Stocky (170-185),3,4,70,70,70,67,44,55,45,47,65,66,69,63,86,10,11,9,8,14,1200000.0,2000.0,2024.0,75.65,52.25,68.25,15.8
24,202223,Justin Meram,Iraq,34,185,75,Right,Lean (185+),3,4,64,71,65,64,54,54,56,57,68,65,68,56,65,13,8,8,13,6,575000.0,4000.0,2024.0,74.1,58.550000000000004,65.55000000000001,15.900000000000002
24,202408,Aden Flint,England,33,197,83,Right,Normal (185+),2,3,52,63,54,21,67,68,66,64,51,42,44,46,59,13,10,8,10,11,575000.0,8000.0,2024.0,48.85,68.5,48.349999999999994,16.85
24,202589,Francisco Javier Hernández González,Spain,34,184,79,Left,Normal (170-185),3,2,69,71,65,68,48,43,29,56,67,69,70,65,72,8,11,12,7,10,575000.0,1000.0,2024.0,76.1,49.6,67.3,13.55
24,202676,Adam Jake Taggart,Australia,30,183,69,Right,Normal (170-185),3,3,67,70,69,56,30,34,32,45,62,65,66,55,77,16,15,12,8,14,1200000.0,3000.0,2025.0,72.4,45.199999999999996,64.75,20.5
24,203173,Alberto Noguera Ripoll,Spain,33,177,65,Right,Normal (170-185),3,4,63,59,67,62,56,65,43,64,69,68,69,66,65,12,11,11,12,12,750000.0,2000.0,2024.0,71.25,58.05,66.80000000000001,15.8
24,203239,Caio Gobbo Secco,Brazil,32,195,92,Right,Normal (185+),1,2,15,44,15,15,13,17,17,26,37,52,20,36,30,64,67,59,70,68,600000.0,4000.0,2025.0,26.4,26.85,36.9,65.5
24,203276,Héber Araújo dos Santos,Brazil,31,180,72,Right,Normal (170-185),3,3,70,65,73,46,31,23,20,33,64,54,67,47,62,6,11,7,6,11,1000000.0,4000.0,2023.0,69.3,38.800000000000004,60.900000000000006,15.3
24,203357,Daniel Potts,England,29,178,70,Left,Lean (170-185),2,3,44,40,47,59,71,69,68,64,60,49,59,61,70,13,10,10,6,10,1000000.0,17000.0,2024.0,52.050000000000004,67.25,59.900000000000006,16.75
24,203363,Gustav Valsvik,Norway,30,196,91,Left,Normal (185+),2,2,40,67,46,48,69,66,64,68,60,43,49,63,73,15,12,11,8,10,1000000.0,2000.0,2026.0,53.89999999999999,69.6,55.5,17.65
24,203902,Adrián Nicolás Luna Retamar,Uruguay,31,169,60,Right,Normal (170-),4,3,60,67,64,64,38,36,31,45,67,66,68,64,65,12,13,15,7,13,1000000.0,1000.0,2024.0,71.8,40.650000000000006,65.69999999999999,16.45
24,204030,Stelios Kitsiou,Greece,29,173,70,Right,Lean (170-185),3,3,54,75,64,63,70,72,70,68,69,63,70,67,72,9,9,9,15,14,1200000.0,7000.0,2024.0,72.75,68.6,67.6,16.7
24,204078,Rafał Wolski,Poland,30,180,70,Right,Lean (170-185),4,3,65,68,62,68,18,32,30,44,70,69,73,70,53,10,14,10,9,14,1200000.0,3000.0,2025.0,74.45,38.2,68.1,15.650000000000002
24,204215,Adam Michael Reach,England,30,185,73,Left,Normal (185+),3,4,62,74,65,70,66,63,62,57,69,69,71,67,78,8,11,8,16,6,1000000.0,12000.0,2024.0,75.95,62.60000000000001,69.80000000000001,15.700000000000003
24,204242,Michaël Barreto,France,32,175,67,Right,Lean (170-185),3,4,60,68,59,68,21,17,18,45,68,59,69,69,70,14,10,15,15,9,950000.0,4000.0,2025.0,71.30000000000001,35.60000000000001,66.0,17.55
24,204280,Cristian Ignacio Herrera Pérez,Spain,32,181,76,Left,Normal (170-185),3,3,65,70,71,65,67,33,26,39,62,66,62,64,84,15,11,12,13,10,950000.0,8000.0,2024.0,72.99999999999999,51.650000000000006,66.1,19.300000000000004
24,204352,Dino Arslanagić,Belgium,30,191,87,Right,Normal (185+),2,4,24,58,22,46,66,67,66,68,65,48,62,66,69,10,13,14,13,6,1000000.0,9000.0,2023.0,47.70000000000001,68.75,61.2,17.25
24,204372,Emrah Başsan,Turkey,31,177,66,Left,Normal (170-185),3,3,65,74,67,71,20,14,23,21,67,65,66,64,65,12,9,15,13,8,1000000.0,8000.0,2025.0,75.60000000000001,29.05,64.95,16.15
24,204493,Raphael Holzhauser,Austria,30,192,84,Left,Lean (185+),3,3,69,79,70,77,58,59,44,59,70,78,69,72,64,13,12,8,8,15,1200000.0,6000.0,2024.0,79.05000000000001,60.7,70.05000000000001,17.15
24,205145,Scott Stewart Fraser,Scotland,28,185,78,Left,Lean (185+),3,3,65,67,64,65,55,56,50,55,69,69,71,68,86,16,10,13,11,14,1200000.0,6000.0,2025.0,73.85,56.900000000000006,70.65,17.950000000000003
24,205291,Herman Sørby Stengel,Norway,27,180,74,Right,Normal (170-185),3,4,58,69,63,66,65,65,59,65,69,65,69,65,84,15,9,10,13,13,1300000.0,2000.0,2027.0,71.45,66.0,69.10000000000001,17.5
24,205347,Massimo Corey Luongo,Australia,30,176,76,Right,Normal (170-185),2,3,59,68,61,51,66,68,68,68,67,64,66,64,70,15,13,9,14,6,1000000.0,8000.0,2024.0,68.55,68.65000000000002,65.9,17.650000000000002
24,205463,Marco Thiede,Germany,31,178,75,Right,Normal (170-185),2,3,48,54,53,70,68,67,67,61,67,59,65,64,76,9,11,14,8,16,875000.0,6000.0,2024.0,62.150000000000006,64.55,65.65,16.55
24,205481,Mason Bennett,England,26,178,64,Right,Stocky (170-185),3,3,65,64,67,69,40,41,32,42,62,66,69,54,61,14,15,10,10,7,1300000.0,4000.0,2025.0,72.30000000000001,49.25000000000001,63.05000000000001,19.1
24,205548,Nicola Bellomo,Italy,32,174,70,Right,Normal (170-185),3,3,59,68,56,60,44,65,63,60,71,69,72,68,76,14,14,11,10,13,950000.0,2000.0,2024.0,71.6,58.25,70.14999999999999,16.9
24,205557,Brahim Darri,Netherlands,28,175,76,Right,Normal (170-185),4,2,61,68,61,63,24,17,23,30,62,62,72,44,51,12,14,14,15,7,1200000.0,11000.0,2024.0,73.15,31.75,61.2,17.05
24,205708,Stefano Scognamillo,Italy,29,183,79,Left,Lean (170-185),2,4,38,61,41,59,69,67,66,65,60,55,57,57,70,10,11,15,14,7,1000000.0,2000.0,2027.0,56.55,68.85000000000001,59.949999999999996,18.0
24,205818,Ryan Woods,England,29,174,72,Right,Lean (170-185),3,3,43,56,58,66,64,66,63,67,70,66,68,71,81,15,12,11,7,15,1000000.0,7000.0,2024.0,64.00000000000001,65.0,69.0,17.3
24,206152,Luciano Román Aued,Argentina,36,178,69,Left,Normal (170-185),3,3,65,71,70,67,59,67,62,58,70,68,72,71,67,8,6,15,7,7,240000.0,3000.0,2023.0,75.4,64.2,70.0,14.05
24,206551,Tommaso Arrigoni,Italy,29,171,69,Right,Normal (170-185),2,2,53,68,59,75,51,58,59,67,78,57,72,67,81,14,13,10,10,10,1200000.0,2000.0,2027.0,69.9,60.2,68.6,16.8
24,207745,Mehdi Zeffane,Algeria,31,176,71,Right,Lean (170-185),3,3,55,75,60,66,66,64,65,67,68,62,66,65,66,15,12,9,13,10,875000.0,7000.0,2024.0,70.3,65.35,65.0,17.5
24,207753,오반석 温班淑,Korea Republic,35,190,81,Right,Normal (185+),2,4,31,38,42,26,65,69,64,69,53,46,57,48,50,9,10,12,14,7,325000.0,2000.0,2024.0,42.550000000000004,69.7,51.4,16.55
24,207954,Brian Behrendt,Germany,31,187,77,Right,Normal (185+),2,3,34,84,42,43,65,67,70,66,65,49,53,69,59,9,7,15,14,15,825000.0,6000.0,2024.0,57.0,68.05,57.4,17.55
24,208157,Juan Tomás Ortuño Martínez,Spain,31,177,72,Right,Normal (170-185),4,3,73,72,66,53,19,15,14,18,60,55,67,56,69,13,13,9,14,13,1000000.0,4000.0,2024.0,72.74999999999999,28.7,62.550000000000004,18.75
24,208214,Théo Defourny,Belgium,31,194,85,Right,Normal (185+),1,2,14,49,16,20,18,15,18,10,27,36,18,24,18,68,64,65,69,69,650000.0,6000.0,2025.0,26.300000000000004,25.550000000000004,28.599999999999998,67.15
24,208311,Simone Branca,Italy,31,179,70,Right,Lean (170-185),3,3,56,68,59,61,62,65,61,65,71,67,69,69,81,15,7,10,15,15,1000000.0,2000.0,2027.0,70.35000000000001,65.2,69.65,19.0
24,208432,Tom Pettersson,Sweden,33,190,83,Left,Normal (185+),2,2,45,62,58,48,67,63,62,67,64,56,60,64,72,6,6,6,14,11,575000.0,2000.0,2024.0,59.45,68.75,61.85,14.9
24,208719,Philipp Kühn,Germany,30,189,94,Right,Normal (185+),1,3,15,47,11,12,8,17,16,11,23,42,24,24,43,69,64,63,67,71,800000.0,4000.0,2024.0,26.9,25.35,32.6,67.8
24,208769,William Robert Vaulks,Wales,29,180,75,Right,Lean (170-185),2,3,54,72,55,66,68,65,66,66,64,65,67,67,78,15,15,16,9,13,1000000.0,8000.0,2025.0,69.95,67.75000000000001,66.2,19.299999999999997
24,208806,Morgan Fox,Wales,29,185,78,Left,Normal (185+),2,2,41,55,47,66,68,72,68,66,64,45,66,57,74,8,11,10,7,13,1000000.0,7000.0,2025.0,57.400000000000006,67.95,60.95,16.150000000000002
24,208894,Filip Bednarek,Poland,30,188,81,Right,Normal (185+),1,2,18,50,12,16,9,16,21,22,26,51,25,28,45,64,64,66,70,71,800000.0,3000.0,2025.0,28.650000000000002,26.950000000000003,36.15,66.7
24,208989,Olayinka Fredrick Oladotun Ladapo,England,30,185,79,Right,Normal (185+),3,4,69,67,69,35,24,21,20,18,56,47,66,43,71,12,12,11,10,9,1200000.0,9000.0,2025.0,68.10000000000001,33.85,58.25000000000001,18.1
24,209073,Rubert José Quijada Fasciana,Venezuela,34,187,76,Left,Lean (185+),2,2,37,29,40,63,70,70,65,65,64,40,62,52,76,6,8,6,15,16,400000.0,500.0,2023.0,46.300000000000004,67.2,57.0,16.450000000000003
24,209371,Bram van Polen,Netherlands,37,179,73,Right,Normal (170-185),2,3,47,53,55,60,69,69,67,66,69,46,66,69,63,12,15,8,13,9,220000.0,4000.0,2024.0,59.45,68.5,63.8,17.55
24,209456,Łukasz Zwoliński,Poland,30,184,80,Right,Normal (170-185),2,4,70,69,70,51,27,20,19,20,60,51,66,44,82,6,10,6,12,13,1200000.0,5000.0,2026.0,70.85,34.75,60.60000000000001,16.3
24,209620,Abdul Rahman Baba,Ghana,28,180,72,Left,Lean (170-185),3,3,48,66,60,66,62,68,66,62,63,60,67,63,73,12,11,6,11,10,1100000.0,550.0,2026.0,66.65,64.85,64.39999999999999,16.55
24,210029,Joe Rafferty,Republic of Ireland,29,180,74,Right,Normal (170-185),2,3,33,44,60,65,65,71,68,65,64,55,61,55,71,12,14,12,15,8,1100000.0,6000.0,2024.0,55.85,67.95,61.050000000000004,17.85
24,210112,Cristian Benavente Bristol,Peru,29,173,72,Right,Normal (170-185),4,5,68,68,69,60,23,33,32,30,68,65,67,66,50,9,6,15,12,7,1200000.0,600.0,2023.0,73.95,36.85,65.14999999999999,14.850000000000001
24,210219,Emanuel Herrera,Argentina,36,186,75,Right,Normal (185+),3,2,73,78,68,37,31,17,18,19,64,58,67,41,66,8,13,10,6,10,400000.0,500.0,2023.0,72.75,34.699999999999996,60.64999999999999,16.0
24,210304,Hendrick Zuck,Germany,32,176,72,Left,Lean (170-185),3,2,38,66,62,71,63,60,60,64,66,66,66,60,77,7,11,7,9,8,825000.0,6000.0,2027.0,66.30000000000001,60.75000000000001,66.0,14.0
24,210361,Bruno Godeau,Belgium,31,190,78,Left,Lean (185+),2,3,29,56,28,57,72,68,65,74,62,46,57,58,71,14,11,7,9,10,825000.0,6000.0,2024.0,48.300000000000004,69.44999999999999,57.75,15.95
24,210380,Dimitrios Diamantakos,Greece,30,183,83,Left,Normal (170-185),3,2,70,70,67,62,25,26,29,19,62,54,63,49,75,10,11,10,14,9,1200000.0,2000.0,2024.0,72.05,35.95,61.0,17.8
24,210450,Abdoulaye Touré,France,29,188,84,Right,Normal (185+),2,3,41,76,32,48,72,70,65,72,64,58,64,66,68,8,15,9,9,7,1000000.0,8000.0,2025.0,63.3,70.80000000000001,61.64999999999999,15.05
24,210482,Simon Piesinger,Austria,31,196,84,Right,Normal (185+),2,2,44,69,56,52,68,67,60,68,67,54,65,66,68,16,11,6,6,10,825000.0,6000.0,2025.0,62.50000000000001,68.94999999999999,63.00000000000001,16.9
24,210688,Anders Trondsen,Norway,28,183,78,Left,Normal (170-185),3,3,60,77,64,63,62,65,63,65,68,66,67,67,76,9,14,7,7,15,1100000.0,2000.0,2026.0,73.5,65.05000000000001,67.25,16.700000000000003
24,211173,Saleh Khalid Mohammed Al-Shehri,Saudi Arabia,29,183,77,Right,Lean (170-185),2,3,68,66,71,38,26,19,33,20,60,52,63,41,60,12,13,16,10,13,1200000.0,16000.0,2024.0,67.45,36.0,58.05,19.7
24,211365,Eirik Hestad,Norway,28,183,75,Left,Normal (170-185),4,3,68,63,62,60,51,50,48,51,66,66,71,64,66,15,6,8,9,8,1200000.0,3000.0,2027.0,73.4,53.3,66.75000000000001,15.000000000000002
24,211382,Ibrahim Amadou,France,30,183,84,Right,Normal (170-185),3,3,49,75,58,55,73,73,67,75,69,68,67,67,77,6,7,11,14,14,1200000.0,7000.0,2024.0,69.8,73.25000000000001,69.1,16.200000000000003
24,211514,Reece James,England,29,169,71,Left,Normal (170-),3,2,43,66,57,66,64,65,63,66,62,45,64,57,74,6,10,10,9,9,1100000.0,8000.0,2025.0,63.300000000000004,64.7,60.74999999999999,14.75
24,211635,정운 Woon Jeong,Korea Republic,34,180,73,Left,Normal (170-185),3,3,49,71,65,66,68,71,69,72,63,65,60,60,75,10,11,16,9,15,400000.0,3000.0,2023.0,68.4,70.4,63.800000000000004,18.25
24,211723,Tim Knipping,Germany,30,191,90,Left,Normal (185+),2,3,28,46,29,28,66,70,67,65,61,49,51,57,64,13,7,11,6,15,1000000.0,3000.0,2025.0,43.24999999999999,69.00000000000001,56.2,16.950000000000003
24,211982,Nico Neidhart,Germany,28,177,68,Right,Lean (170-185),2,4,53,62,58,65,67,64,63,65,63,63,67,54,77,13,10,9,14,13,1100000.0,6000.0,2025.0,67.19999999999999,63.75,64.20000000000002,17.25
24,212735,Enzo Basilio,France,28,187,75,Right,Lean (185+),1,3,13,48,18,13,10,14,12,21,29,23,28,26,26,67,65,64,66,69,850000.0,3000.0,2026.0,26.25,22.200000000000003,29.450000000000003,65.85
24,212790,Jamal Thiaré,Senegal,30,180,68,Right,Lean (170-185),3,1,66,68,68,52,20,20,18,12,62,56,67,50,84,7,14,6,8,9,1200000.0,4000.0,2024.0,70.55000000000001,29.9,62.849999999999994,16.65
24,212939,David Douline,France,30,182,83,Right,Normal (170-185),3,3,57,62,53,51,67,66,62,67,69,67,65,64,82,10,9,7,8,9,1000000.0,6000.0,2025.0,65.25,66.0,66.60000000000001,14.600000000000001
24,212944,José Francisco Cevallos Enríquez,Ecuador,28,186,76,Right,Lean (185+),3,4,70,70,68,66,59,56,52,62,70,70,68,68,72,5,5,7,5,4,1200000.0,500.0,2023.0,75.39999999999999,59.550000000000004,68.50000000000001,11.0
24,213105,Lee Evans,Wales,28,186,88,Right,Normal (185+),2,4,57,71,58,66,67,68,64,68,68,67,66,69,82,6,11,9,15,14,1200000.0,9000.0,2024.0,71.15,68.8,68.85000000000001,16.35
24,213147,Jamie Allen,England,28,170,66,Right,Normal (170-),3,3,58,58,66,62,65,66,64,66,71,68,67,65,85,11,16,6,8,8,1200000.0,17000.0,2025.0,69.10000000000001,65.5,69.55,16.05
24,213206,Brad Stuver,United States,32,191,81,Right,Lean (185+),1,2,17,50,13,13,15,17,16,17,25,40,18,20,42,68,68,66,68,69,600000.0,3000.0,2025.0,26.6,24.75,29.95,68.00000000000001
24,213498,Serge-Junior Bertil Nicolas Martinsson-Ngouali,Gabon,31,175,75,Right,Stocky (170-185),3,3,59,63,65,54,68,64,62,67,69,68,69,69,75,7,14,8,6,12,1000000.0,2000.0,2024.0,69.45000000000002,67.4,69.39999999999999,15.750000000000004
24,213530,Nicolai Søberg Poulsen,Denmark,29,180,79,Right,Normal (170-185),2,3,55,58,57,65,70,60,59,68,72,68,71,69,81,6,13,15,11,11,1200000.0,7000.0,2026.0,68.05,67.85,70.9,16.95
24,213878,Welinton Júnior Ferreira dos Santos,Brazil,30,175,64,Right,Lean (170-185),3,3,69,73,71,61,20,15,15,20,64,59,71,52,64,11,16,12,15,16,1200000.0,4000.0,2028.0,75.85,26.6,63.300000000000004,18.700000000000003
24,213952,Bruno Brígido de Oliveira,Brazil,32,187,76,Right,Lean (185+),1,2,13,48,12,12,14,17,16,20,23,35,18,19,26,70,66,64,64,69,600000.0,3000.0,2025.0,24.5,25.0,27.400000000000002,66.5
24,214054,Harold Rivera Roa,Colombia,29,175,74,Right,Normal (170-185),3,3,59,59,63,67,66,66,62,64,69,71,69,66,74,10,14,7,11,13,1000000.0,2000.0,2024.0,69.60000000000001,64.10000000000001,68.2,16.45
24,214299,Rafael Antonio Caroca Cordero,Chile,33,175,75,Right,Normal (170-185),3,3,40,68,51,59,73,72,64,69,68,59,66,64,80,9,8,9,16,8,575000.0,3000.0,2028.0,63.050000000000004,70.5,66.1,16.15
24,214313,Juan Antonio Delgado Baeza,Chile,30,177,70,Right,Lean (170-185),4,3,63,66,67,69,64,60,64,60,66,66,70,61,74,14,6,13,10,11,1000000.0,8000.0,2025.0,73.35000000000001,62.65,67.24999999999999,17.400000000000002
24,214326,Christian Alberto Vilches González,Chile,39,181,78,Right,Normal (170-185),2,2,37,52,27,22,71,69,68,70,65,51,51,61,33,14,7,6,11,7,220000.0,1000.0,2023.0,46.75000000000001,69.64999999999999,54.15,15.25
24,214429,Leonardo Felipe Valencia Rossel,Chile,32,169,72,Right,Normal (170-),3,3,64,72,65,64,34,21,28,34,66,70,71,68,59,10,7,8,8,6,950000.0,2000.0,2023.0,75.0,37.0,66.7,12.400000000000002
24,214660,Lucas Nahuel Rodríguez,Argentina,29,169,68,Left,Normal (170-),3,2,46,71,66,67,65,67,66,66,63,64,65,60,70,14,15,15,15,9,1100000.0,5000.0,2024.0,69.10000000000001,66.19999999999999,64.65,18.650000000000002
24,214718,Martín Vladimir Rodríguez Torrejón,Chile,28,170,78,Right,Normal (170-),3,4,59,68,64,68,37,41,40,50,66,65,69,66,62,14,12,8,11,6,1200000.0,4000.0,2023.0,71.80000000000001,47.7,65.15,16.650000000000002
24,214784,Jorge Rolando Pereyra Díaz,Argentina,32,180,80,Right,Normal (170-185),3,3,69,64,73,65,44,33,38,40,64,64,72,62,75,8,7,14,15,14,975000.0,2000.0,2024.0,74.14999999999999,44.8,66.7,16.950000000000003
24,214882,Jakub Czerwiński,Poland,31,183,82,Right,Stocky (170-185),2,3,23,57,35,30,66,68,65,66,58,30,52,58,75,7,7,9,14,13,825000.0,4000.0,2024.0,40.150000000000006,69.05000000000001,52.60000000000001,16.35
24,214896,Paul Philip Mullin,England,28,178,71,Right,Normal (170-185),3,3,69,70,68,55,42,35,27,34,58,55,65,47,83,14,8,10,9,7,1200000.0,10000.0,2026.0,71.69999999999999,43.89999999999999,61.550000000000004,16.65
24,214911,Alfonso Cristián Parot Rojas,Chile,33,180,74,Left,Normal (170-185),3,3,55,71,59,65,65,62,65,70,64,59,65,59,71,13,11,8,10,12,625000.0,4000.0,2024.0,69.05,68.75,63.15,17.750000000000004
24,214942,Héctor José Hernández Marrero,Spain,27,180,73,Right,Normal (170-185),3,3,78,66,72,42,44,15,15,24,63,54,68,44,59,16,10,15,6,13,1300000.0,4000.0,2025.0,72.05,33.7,58.699999999999996,18.0
24,215023,Pablo Nicolás Míguez Farre,Uruguay,36,183,81,Right,Stocky (170-185),2,3,54,63,58,53,69,70,64,65,65,62,61,67,67,8,6,16,7,8,220000.0,500.0,2023.0,64.4,69.2,63.5,14.850000000000001
24,215060,Nicolás Diego Aguirre,Argentina,32,180,78,Left,Normal (170-185),3,4,65,82,66,68,68,63,70,60,73,69,71,68,60,7,12,8,9,14,950000.0,5000.0,2024.0,78.10000000000001,66.2,68.89999999999999,16.400000000000002
24,215089,Enzo Maximiliano Kalinski,Argentina,36,184,82,Right,Normal (170-185),3,4,43,57,68,58,65,68,68,66,67,67,70,66,65,7,6,14,15,8,240000.0,4000.0,2023.0,65.8,68.35000000000001,66.95,16.0
24,215178,Erik Fernando Godoy,Argentina,29,185,79,Right,Normal (185+),2,2,29,39,25,65,68,67,68,66,66,29,55,59,60,11,11,7,13,8,1000000.0,6000.0,2023.0,42.85,68.6,53.9,16.7
