Year,ID,Name,Height,Weight,Strength,Stamina,Agility,Composure
24,233825,Nicolás Leguizamón,180,75,71,65,73,66.0
24,233874,Alexandru Cornel Ioniță,178,74,60,64,87,66.0
24,234007,Claudio Igor Mouria Silva,183,78,73,60,70,56.0
24,234279,Calogero Rizzuto,170,73,67,81,82,59.0
24,234298,Nikolai Aleksanteri Alho,172,72,66,80,73,57.0
24,234716,Joseph Attamah,180,80,80,63,60,59.0
24,234927,Raheem Edwards,173,68,66,77,78,64.0
24,234963,Horacio David Salaberry Marrero,180,76,69,39,42,52.0
24,235328,Andrea Beghetto,182,75,57,75,74,60.0
24,235867,Luca Strizzolo,188,83,79,68,63,60.0
24,236177,Heitor Thiago Muto Hiroshi,180,75,53,51,72,45.0
24,236268,Pedro Pablo Velasco Arboleda,173,77,70,74,70,57.0
24,236405,Daniel Lasure Briz,176,72,72,81,67,59.0
24,236621,Pierre-Yves Hamel,189,76,72,65,56,64.0
24,236750,Sondre Sørli,178,67,49,70,80,63.0
24,236859,Harrinson Mancilla Mulato,174,80,75,92,57,60.0
24,236993,Nick Lima,175,79,71,77,73,61.0
24,237310,Demetri Mitchell,181,71,64,74,76,61.0
24,237534,Jefre José Vargas Belisario,182,81,69,72,61,55.0
24,238098,이순민 李舜敏,177,70,71,91,61,58.0
24,238631,Luca Pascal Schnellbacher,180,76,67,74,76,62.0
24,239050,Sadık Çiftpınar,183,78,72,64,70,59.0
24,239090,Philipp Wiesinger,181,74,67,50,60,67.0
24,239200,Tibor Halilović,175,68,66,79,71,64.0
24,239219,Sergio Alejandro Quiroga Gabutti,162,62,53,66,76,62.0
24,239357,Christian Gebauer,187,75,69,76,67,59.0
24,239440,Alessandro Celli,182,76,74,75,64,53.0
24,239478,Ivan Marconi,184,80,67,61,48,50.0
24,239498,Bryan Henning,172,73,61,84,83,67.0
24,239590,Ramiro Gabriel González Hernández,183,80,81,68,51,60.0
24,239627,Adam Zreľák,183,80,81,69,65,66.0
24,239660,Larry Johan Angulo Riascos,185,78,80,83,64,58.0
24,239768,Alan Czerwiński,181,74,76,76,76,63.0
24,239928,Tobias Müller,188,80,76,64,61,64.0
24,239951,Gonzalo Asís,174,65,65,74,76,72.0
24,240027,Albion Vrenezi,177,66,48,81,83,55.0
24,240068,Sumayhan Dhaidan Al-Nabit Al-Baqaawi,174,71,42,76,88,49.0
24,240446,Curtis Anthony Tilt,189,75,81,66,50,52.0
24,241010,Marcelo Damián Ortiz,186,80,80,67,50,63.0
24,241540,Thijmen Goppel,180,74,65,75,79,57.0
24,241793,Ali Karimi,185,79,74,66,59,67.0
24,241874,Anthony Miguel Blondell Blondell,188,78,80,59,58,55.0
24,241923,Vágner José Dias Gonçalves,168,67,56,55,85,68.0
24,241984,Cory Burke,191,82,85,60,46,60.0
24,242158,Alexis Agustín Rodríguez,170,71,58,59,81,63.0
24,242486,Alexander Nasim Succar Cañote,180,78,73,59,54,61.0
24,242533,Julio César Cascante Solórzano,188,77,78,57,34,57.0
24,242648,Alexander Roldan León,178,70,63,83,70,68.0
24,243100,李帅,180,71,71,80,82,62.0
24,243125,Simon August Love Strand,175,70,56,80,73,51.0
24,243664,Florian Rieder,171,67,56,84,84,64.0
24,243914,Efkan Bekiroğlu,185,84,73,68,71,68.0
24,243951,Garland Gbellé,179,75,68,90,69,61.0
24,243956,Josip Vuković,184,76,73,69,58,68.0
24,244194,Peter Haring,187,85,81,72,63,69.0
24,244213,Jorge Félix Muñoz García,175,76,50,62,77,68.0
24,244517,Elvis Sarić,181,72,73,69,71,72.0
24,245528,Eduardo David Espiau Hernández,185,84,70,67,56,66.0
24,245634,Álvaro Romero Morillo,167,59,36,57,82,63.0
24,245841,João Carlos Cardoso Santo,187,87,87,63,60,67.0
24,246118,Cengiz Umut Meraş,178,73,68,75,72,53.0
24,246403,Beder Julio Caicedo Lastra,180,72,68,71,75,52.0
24,246406,Xavier Ricardo Arreaga Bermello,184,75,72,76,54,64.0
24,246751,Anthony Chelín Uribe Francia,181,80,81,73,68,67.0
24,246959,Lubambo Musonda,171,75,61,75,89,56.0
24,247197,明天,180,71,59,83,80,57.0
24,247203,Matěj Hanousek,182,74,73,80,71,61.0
24,247503,Boris Sekulić,187,82,72,65,57,62.0
24,247696,Ahmed Barman Ali Barman Al Hamoudi,174,71,73,82,60,61.0
24,248295,Mourtada Serigne Fall,192,87,90,69,37,63.0
24,250781,Ferdinand Oswald,184,77,77,17,25,27.0
24,250868,Rémy Boissier,181,73,73,90,73,68.0
24,250909,Jan Hendrik Marx,171,68,41,84,85,56.0
24,250939,Dante Stipica,189,79,63,29,33,43.0
24,251045,Vadim Rață,175,71,64,91,81,64.0
24,251052,Cristian Daniel Neguț,176,72,59,85,82,55.0
24,251089,Maciej Domański,168,62,58,90,80,64.0
24,251127,Fernando Torrent Guidi,173,72,68,71,70,55.0
24,251149,Aníbal Leguizamón Espínola,182,83,85,67,52,56.0
24,251212,Aníbal Jonathan Gastón Bay,177,76,70,76,63,64.0
24,252096,Nelson Antonio Hernández Bellorín,170,73,63,60,75,50.0
24,253361,Marcos Andrés López Cabrera,173,70,71,70,82,59.0
24,253584,Carlos Javier Beltrán Neroni,187,77,80,63,64,63.0
24,253694,Charalambos Makridis,180,73,59,63,77,51.0
24,253807,Gonzalo Gabriel Castillo Cabral,179,74,72,53,54,57.0
24,253823,Edison Armando Caicedo Castro,170,72,78,74,64,70.0
24,253897,Andrés Eduardo Montero Cadenas,175,65,59,66,81,56.0
24,253909,Francisco Javier Mera Herrera,166,67,70,71,71,59.0
24,254024,Rafael Allan Mollercke,174,65,47,81,74,61.0
24,254054,Christian Geovanny Cruz Tapia,175,71,69,72,72,62.0
24,254183,Ángel Elías Romero Iparraguirre,181,73,69,75,72,69.0
24,254373,Jean Pierre Archimbaud Arriarán,181,81,74,81,64,71.0
24,254650,Gonzalo Viera Davyt,185,79,82,36,34,65.0
24,256282,Kasim Rabihic,179,69,59,71,81,63.0
24,256545,Ante Bajic,183,70,63,71,74,62.0
24,256695,Nikola Boranijašević,182,70,66,85,63,62.0
24,257383,Francisco Da Costa Aragão,186,92,90,61,58,49.0
24,259960,Omar Pedro Siles Canda,184,77,71,77,55,52.0
24,260265,Alvaro Daniel Quiroga,175,72,59,82,61,55.0
24,260336,Raudy Javier Guerrero Reyes,166,66,35,65,69,47.0
24,260807,Nika Kvekveskiri,184,79,60,64,63,64.0
24,261019,Roberto Agustín Bochi,175,68,55,69,74,69.0
24,261491,Aleksandar Andrejević,188,76,76,70,63,62.0
24,262303,Ekain Zenitagoia Arana,179,72,56,62,74,58.0
24,262343,Stephen Quemper,178,75,72,85,71,66.0
24,262389,Kosmas Gezos,182,77,80,68,58,61.0
24,262425,Miguel Muñoz Mora,180,81,80,71,57,66.0
24,263583,Onur Ergün,185,77,73,72,64,69.0
24,264769,Oscar Constantino González Rengifo,185,79,72,71,64,57.0
24,265504,Danny Gabriel Luna Morán,165,64,65,67,71,65.0
24,265667,Jostin Aldahir Alman Herrera,192,78,65,73,70,59.0
24,265704,Wilmar Darío González Aguinaga,178,75,71,72,70,61.0
24,267603,Jack Kevin Durán Abán,165,62,55,67,69,55.0
24,267685,Kristian Eriksen,177,74,62,82,70,61.0
24,267829,Youssef Challouk,173,66,44,67,82,67.0
24,268879,Ahmed Fathi,171,70,68,91,68,62.0
24,270910,Saad Natiq Naji,188,77,86,75,33,47.0
24,271320,Tonni Adamsen,180,70,65,62,64,62.0
24,272910,Sebastián Corda,170,68,56,72,67,57.0
24,272990,Braian Oyola,156,58,54,64,69,56.0
24,273981,Richard Alexander Farías Pianda,176,74,63,68,73,52.0
24,274439,Anthony Baron,180,75,71,68,66,62.0
24,274724,Vladyslav Kabaiev,177,55,29,67,67,56.0
24,262105,Julien Duranville,170,67,47,56,90,56.0
24,263765,Tom Bischof,176,66,44,59,77,65.0
24,268259,Nelson Felix Patrick Weiper,191,82,74,56,63,59.0
24,256419,Leon Thomson King,185,75,70,55,68,70.0
24,258036,Max Johnston,179,72,64,73,69,53.0
24,258378,Mika Marcel Godts,176,70,61,53,81,64.0
24,264377,Leandro Morgalla,186,74,69,68,66,54.0
24,275412,Jason van Duiven,175,74,69,53,65,67.0
24,270867,Adrian Mazilu,186,72,53,66,77,64.0
24,275592,Ruben van Bommel,186,70,70,48,77,48.0
24,277465,Isaac Babadi,178,68,41,50,83,69.0
24,260272,Alvyn Antonio Sanches,180,68,57,78,75,69.0
24,263887,Jonas Urbig,189,83,51,24,30,40.0
24,264219,Ernest Poku,173,63,38,63,85,63.0
24,266127,Lewis Hall,179,71,52,59,74,65.0
24,266155,George Hall,178,70,61,68,78,68.0
24,266596,Jacopo Fazzini,178,70,60,76,74,60.0
24,267899,Gabriel Vidović,180,73,56,60,69,60.0
24,275507,Mamadou Sarr,194,80,74,60,41,68.0
24,277500,João António Nascimento Muniz,187,73,66,58,47,61.0
24,248158,Gabriel Slonina,193,89,63,34,39,48.0
24,265774,Koni De Winter,191,75,65,62,62,54.0
24,266158,Estanislau Pedrola Fortuny,185,72,50,41,72,61.0
24,271482,Luca D'Andrea,172,69,50,58,75,68.0
24,273051,Jerónimo Domina,175,71,49,56,82,51.0
24,273859,Viktor Djukanović,184,78,54,60,82,64.0
24,274913,Christopher Bonsu Baah,172,73,59,61,76,69.0
24,246860,Odin Thiago Holm,180,70,58,71,80,64.0
24,248711,Allan Tchaptchet,193,95,91,61,44,55.0
24,256308,Andrea Papetti,186,84,82,70,63,58.0
24,256898,Alexandru Grigoraș Pantea,178,71,61,75,77,60.0
24,258490,Chadi Riad Dnanou,186,78,56,59,56,49.0
24,258730,Miguel Rodríguez Vidal,179,73,58,40,51,55.0
24,259162,Armindo Sieb,175,75,59,67,84,59.0
24,260653,Brooke Norton-Cuffy,181,70,69,73,73,64.0
24,261283,Tommy Conway,178,68,56,57,66,53.0
24,265390,Youri Regeer,177,68,61,68,68,66.0
24,267987,Ignacio Daniel Maestro Puch,178,77,75,56,70,57.0
24,268106,Maxim Dekker,190,80,74,66,54,56.0
24,268611,Joel Leandro Ordóñez Guerrero,185,70,78,64,55,48.0
24,269617,Juan José Mina González,179,78,63,83,72,48.0
24,270060,Samuel Jumpe Soares,190,91,75,33,57,24.0
24,270368,Emmanuel Damoah Yeboah,188,80,81,76,69,57.0
24,271417,Yaimar Abel Medina Ortiz,175,70,53,68,77,46.0
24,272939,Matías Ezequiel Abaldo Menyou,172,68,51,61,69,50.0
24,274465,João Miguel Vieira Freitas Silva Marques,168,65,50,61,73,66.0
24,277031,Abdukodir Khusanov,186,84,80,50,59,64.0
24,252494,Filip Szymczak,187,84,80,59,76,65.0
24,256564,Tim Lemperle,187,78,65,55,67,54.0
24,257083,Junior Morau Kadile,182,76,58,49,74,55.0
24,257264,Oscar Vilhelmsson,188,77,67,71,59,65.0
24,258315,Bright Akwo Arrey-Mbi,187,80,78,56,67,57.0
24,259542,Matías Fernando Lazo Zapata,178,67,60,64,48,56.0
24,261410,Léider Sebastián Berdugo Ruiz,176,69,47,65,60,50.0
24,261531,Flávio Basilua Jacinto Nazinho,179,75,58,62,59,55.0
24,261689,Hélder José Oliveira Sá,186,80,72,68,59,52.0
24,261769,Aaron Facundo Quiroz,174,72,51,61,41,61.0
24,262227,Daniel David Jebbison,190,78,78,73,67,57.0
24,262420,Robert Popa,190,83,51,27,47,23.0
24,263076,Robert Wagner,181,80,68,70,69,52.0
24,263317,Mateusz Łęgowski,181,81,70,71,65,66.0
24,263761,Victor Stange Lind,178,70,61,71,76,53.0
24,264756,Jarrinson Yuber Quiñones Guerrero,171,68,58,62,71,55.0
24,266136,Peter Federico Gonzalez Carmona,180,71,38,59,76,50.0
24,266850,Juan Cruz De Los Santos,174,72,62,78,68,48.0
24,267611,Malcolm Ebiowei,185,80,62,52,79,63.0
24,267861,Santiago Thomas Castro,178,76,65,56,72,51.0
24,269350,Alessio Buttaro,183,80,75,65,66,55.0
24,270529,Álvaro Aceves Catalina,189,81,71,27,30,37.0
24,271037,Malcom Adu Ares Djaló,183,73,54,55,83,62.0
24,271193,Antonio Gomis Alemañ,188,80,61,30,48,34.0
24,271464,Yáser Asprilla Martínez,175,75,64,58,71,62.0
24,271805,Diego Sánchez Pérez,177,74,59,67,64,46.0
24,271983,Kévin Keben,187,85,77,63,40,56.0
24,274828,Alejandro Calvo Mata,170,66,44,53,82,61.0
24,276235,François Mughe,173,68,49,62,82,62.0
24,244550,Michał Rakoczy,174,71,56,72,77,64.0
24,252789,Ruslan Neshcheret,190,81,65,26,25,40.0
24,252960,Isak Jansson,174,71,63,83,84,46.0
24,255360,Matthew Jimmy David Garbett,188,75,65,70,74,63.0
24,256604,Daniel Andrés Luna García,179,66,34,59,64,60.0
24,256746,Tobias Bech Kristensen,189,77,72,75,75,66.0
24,259136,Alexis Amadeo Sabella,178,72,67,69,60,69.0
24,259716,Daniel Svensson,178,72,62,63,74,68.0
24,260982,Christopher Brady,191,77,64,21,39,28.0
24,261300,Killian Phillips,190,85,78,80,56,66.0
24,262218,Kian Fitz-Jim,174,66,40,51,73,71.0
24,262721,Mads Kristian Hansen,188,80,66,68,71,65.0
24,264116,Alejandro Iturbe Encabo,186,75,56,32,51,36.0
24,265560,Daniel Queipo Menéndez,168,64,41,64,76,58.0
24,266430,Oscar Uddenäs,186,75,69,71,76,50.0
24,266658,Ignacio Rodríguez Elduayen,188,82,85,54,31,48.0
24,268330,Agustín Ojeda,162,62,44,49,84,66.0
24,268709,Jewison Bennette,173,62,43,57,85,49.0
24,269641,Iker Álvarez de Eulate,190,78,57,35,43,55.0
24,274145,Maximiliano Ezequiel Zalazar,175,70,47,48,62,61.0
24,275138,Lamine Camara,173,65,40,55,72,66.0
24,245870,Haissem Hassan,178,71,54,61,88,60.0
24,246550,Giovanni Haag,185,80,70,80,70,64.0
24,248118,Alexi Paul Pitu,177,71,47,76,83,67.0
24,250960,Oliver Bundgaard Kristensen,182,72,59,67,75,59.0
24,251201,Kristian Fredrik Malt Arnstad,175,67,58,67,80,63.0
24,254859,Alex Mighten,172,70,49,58,90,50.0
24,255247,Andres Mihai Dumitrescu,181,70,60,71,70,52.0
24,255894,Juan David Mosquera López,180,72,70,80,80,65.0
24,256127,William Bøving Vick,176,69,55,68,90,65.0
24,259105,Pablo Rodríguez Delgado,178,70,59,66,67,61.0
24,260546,Urko González de Zárate Quirós,189,73,76,59,55,59.0
24,260638,Bartuğ Elmaz,179,67,39,56,68,67.0
24,261195,Ernest Muçi,180,75,62,64,74,64.0
24,261225,Nigel Lonwijk,190,76,72,69,49,64.0
24,262745,Neil El Aynaoui,185,77,61,67,68,65.0
24,263028,Bryan Okoh,188,89,89,63,60,48.0
24,264110,Javier Llabrés Exposito,172,71,43,77,86,56.0
24,264880,Loum Tchaouna,180,67,57,56,67,59.0
24,267446,Denso Kasius,183,69,62,71,77,52.0
24,268875,Semuel Pizzignacco,188,80,65,20,42,41.0
24,269227,Álex Pastor Carayol,186,79,76,58,48,52.0
24,270345,Nigel Thomas,177,77,57,46,61,57.0
24,272753,Kevin López,180,70,58,64,69,66.0
24,274722,Giorgi Gocholeishvili,178,70,52,70,66,54.0
24,275418,Younes Taha,176,67,46,66,79,65.0
24,246054,Jensen Guy Weir,184,74,56,81,64,60.0
24,246100,Kristoffer Askildsen,190,75,64,72,53,63.0
24,248474,Faustino Adebola Rasheed Anjorin,185,73,76,52,61,67.0
24,248492,James Clayton Hill,184,73,73,57,51,56.0
24,251770,George Alexandru Cîmpanu,178,67,63,70,90,56.0
24,252509,Marcel Wędrychowski,171,69,45,64,84,64.0
24,253202,Hyeok Kyu Kwon,189,75,88,85,59,63.0
24,253461,Luke James Cundle,170,62,34,67,76,66.0
24,254129,Christian Frederick Bayoi Makoun Reyes,181,75,77,74,39,64.0
24,254315,Liam Darren Shaw,188,82,70,80,72,58.0
24,254784,Aymen Boutoutaou,174,65,35,57,91,67.0
24,255339,Jayden Nelson,170,66,38,64,90,68.0
24,255349,Enzo Joaquín Sosa Romañuk,188,82,74,60,52,73.0
24,255368,Nawaf Dhahi Faisal Al Suweiti Al-Aqidi,188,83,64,29,41,37.0
24,256855,James Gomez,189,83,80,67,72,54.0
24,257339,Ariel Mosór,184,82,78,68,58,55.0
24,257785,Marco Brescianini,188,80,75,72,51,62.0
24,257803,David Raul Miculescu,189,83,73,67,72,61.0
24,257972,Oliver Sørensen Jensen,180,78,74,76,66,65.0
24,258092,Daan Huisman,189,84,70,69,63,64.0
24,258319,Nikita Iosifov,175,62,52,56,70,50.0
24,258446,Matthéo Xantippe,183,70,55,57,69,55.0
24,258948,Ángel Fortuño Viñas,183,77,52,30,44,40.0
24,259082,Jamie Lawrence,201,84,83,67,37,51.0
24,259532,Joan García Pons,195,77,55,35,43,46.0
24,259543,Kenji Giovanni Cabrera Nakamura,175,67,43,74,50,50.0
24,260464,藤田 譲瑠 チマ,172,70,62,67,71,51.0
24,260555,Tobias Anker,194,85,80,70,65,61.0
24,261466,Miguel Alejandro Silva Jaimes,184,79,55,26,32,36.0
24,262117,Brooklyn Ezeh,188,87,74,78,63,48.0
24,263745,Christian Witzig,178,69,61,72,72,60.0
24,263837,Miguel Puche García,179,73,62,64,68,61.0
24,264133,Hákon Rafn Valdimarsson,196,80,50,35,32,32.0
24,266792,Victor Dican,189,83,78,81,64,57.0
24,267862,Nikolas Veratschnig,180,75,65,77,69,53.0
24,268067,Christiaan Ravych,187,71,66,31,53,48.0
24,271005,Nik Prelec,187,80,82,58,60,57.0
24,271326,Daniel Håkans,178,70,48,72,83,64.0
24,273610,Andrés Martín Ferrari Malviera,183,74,67,62,71,64.0
24,273710,Sergio Damián García Graña,177,74,66,75,67,60.0
24,273964,Valentín Depietri,178,75,46,60,73,55.0
24,275638,Matthias Seidl,175,68,49,80,61,60.0
24,276295,Thierno Barry,195,82,71,63,78,66.0
24,277375,Iván Cédric Bikoue,187,75,58,58,57,55.0
24,233938,David Ayomide Kasumu,180,70,70,80,79,65.0
24,236842,Ían Jairo Misael Torres Ramírez,170,71,63,78,80,49.0
24,239800,Zeze Steven Sessegnon,174,68,60,66,80,50.0
24,240941,Lenny Jean-Pierre Pintor,179,66,61,58,80,55.0
24,242334,Jaylin Lindsey,178,88,75,70,72,54.0
24,242423,Callum Wright,182,72,65,77,74,64.0
24,242712,Adam Sørensen,165,60,50,82,79,60.0
24,243205,Elves Umar Baldé,168,62,33,68,90,76.0
24,243360,Nils Gustav Georg Fröling,180,80,77,85,76,62.0
24,243393,Taylor Richards,180,78,67,73,74,68.0
24,243397,Daniel Rebollo Franco,187,78,51,40,44,40.0
24,245849,Mathias Ross Jensen,191,80,75,73,55,58.0
24,246671,Arthur Okonkwo,196,84,50,29,40,30.0
24,248147,Mateusz Praszelik,184,74,61,71,76,66.0
24,248199,Valentin Antov,185,75,79,69,59,57.0
24,248356,Thierno Mamadou Lamarana Ballo,172,60,34,67,84,62.0
24,248855,Japhet Sery Larsen,185,78,76,74,70,62.0
24,251581,Carl Gustafsson,180,78,69,84,71,71.0
24,251829,Ramon Hendriks,189,76,72,53,65,60.0
24,251870,Juan David Cabal Murillo,186,80,69,69,76,51.0
24,252796,Morgan Whittaker,183,69,61,71,69,61.0
24,252868,Aziz Outtara Mohammed,188,79,75,69,60,58.0
24,253475,Matondo-Merveille Papela,174,70,38,67,79,63.0
24,254375,Daniel Rojas Céspedes,169,71,78,91,74,58.0
24,254849,Youssouph Mamadou Badji,192,80,75,68,62,58.0
24,255377,Sylvester Jasper,172,71,51,58,80,59.0
24,255700,Alex Emilio Timossi Andersson,170,65,45,75,83,57.0
24,255703,Luke Le Roux,180,70,66,82,81,62.0
24,256173,Carlos Mauricio Adorno Patiño,181,84,35,16,37,34.0
24,256524,Roberto Joaquín García,182,73,60,82,78,50.0
24,257259,Anders Ferslev Klynge,175,70,68,80,74,64.0
24,257320,Aimen Moueffek,179,71,65,59,78,66.0
24,257978,Sambou Soumano,182,75,59,56,62,55.0
24,258710,Noah Emmanuel Jean Holm,186,87,82,65,64,59.0
24,258712,Celton Aussumone Biai,185,84,56,27,36,37.0
24,258766,Pablo García Carrasco,178,68,63,81,73,57.0
24,259478,Mathias Ullereng Kjølø,174,71,57,69,64,65.0
24,259573,Daniel Alonso Aceves Patiño,180,67,56,72,61,50.0
24,259718,Felix Karl-Ernst Gebhardt,189,83,70,40,36,36.0
24,259791,Juan Daniel Espitia Rodríguez,187,80,56,28,36,33.0
24,259792,Jersson David González Niño,172,69,56,67,77,59.0
24,260044,Lautaro de León Billar,185,77,75,35,53,47.0
24,260076,Peer Koopmeiners,186,78,72,77,61,63.0
24,260477,Nathan Harriel,180,79,74,75,62,46.0
24,260738,Alejo Cruz Techera,169,67,46,55,77,55.0
24,262644,Cebrails Makreckis,181,71,53,64,82,60.0
24,263022,Max Rosenfelder,186,76,62,53,56,49.0
24,263228,Lenny Ivo Lobato Romanelli,175,69,56,62,76,57.0
24,263366,Alioune Ndour,188,78,84,70,57,48.0
24,263923,Daniel Ademir Gutiérrez Rojas,176,70,71,72,58,65.0
24,264002,Lucas Gabriel Monzón Lemos,184,78,81,65,42,48.0
24,264437,Amadou Salif Mbengue,180,75,67,65,53,50.0
24,264467,Marvin Çuni,188,78,77,59,60,50.0
24,269224,Iván Gil Calero,168,63,47,58,72,53.0
24,269278,Diego Alexander Gómez Amarilla,185,83,74,63,71,62.0
24,269562,Sayfallah Ltaief,178,77,62,66,83,60.0
24,270084,Mehdi Dorval,176,75,58,70,75,46.0
24,271017,Matheus Pereira de Souza,172,67,65,74,61,48.0
24,271563,Moussa N'Diaye,181,66,57,65,78,58.0
24,273833,Kener Julián Valencia Chará,184,82,75,61,58,52.0
24,273915,Nikola Štulić,188,80,72,48,61,62.0
24,274210,Juan Andrés Millán Santarcieri,181,70,66,80,60,54.0
24,274563,Hussayn Touati,176,76,58,74,80,62.0
24,274732,Dmytro Kryskiv,180,58,33,58,57,59.0
24,274987,Francisco Fumaça Mascarenhas Costa Pessoa,182,70,59,61,70,57.0
24,277456,Oleksiy Kaschuk,180,70,58,66,63,58.0
24,237704,João Manuel Neves Virgínia,192,84,57,16,30,46.0
24,239076,Abdul Manaf Nurudeen,190,75,38,20,26,23.0
24,243220,小林 友希,185,75,70,67,60,48.0
24,243275,Lars Lukas Mai,188,87,84,59,40,53.0
24,243587,Francisco Barbosa Vieites,196,88,63,27,35,42.0
24,246047,Andrés Felipe Perea Castañeda,183,72,66,72,73,62.0
24,246112,Näis Djouahra,171,67,59,62,84,63.0
24,246168,Bledian Krasniqi,173,68,56,70,79,65.0
24,246434,John Gunnar Björkengren,180,78,68,73,67,70.0
24,246698,Mattia Zennaro,181,70,62,64,73,64.0
24,246704,Elías Rafn Ólafsson,201,85,75,44,39,45.0
24,246807,Till Cissokho,200,88,89,66,36,46.0
24,246842,Maximiliano Tomás Centurión,192,90,84,64,46,47.0
24,247407,Kevin Mouanga,190,85,85,66,38,47.0
24,250825,Ryan Longman,180,80,70,77,75,61.0
24,251285,Niclas Thiede,186,85,62,31,49,33.0
24,253284,Ezequiel Busquets Sanguinetti,174,80,61,75,73,47.0
24,253903,Juan Ernesto Mancín Salami,165,61,65,85,82,64.0
24,254136,Elijah Henry Just,174,69,46,61,87,61.0
24,254327,Nathanael Ogbeta,188,81,77,74,76,61.0
24,254831,Bryan Michael Limbombe Ekango,172,73,58,66,77,65.0
24,255398,Julen Lobete Cienfuegos,180,72,57,61,71,64.0
24,255411,Bryce Duke,170,66,54,67,80,66.0
24,255580,Giacomo Quagliata,177,65,56,74,78,55.0
24,256080,Guillermo Rosas Alonso,174,67,63,79,73,54.0
24,257969,Weverson Moreira da Costa,185,69,40,70,69,60.0
24,258753,Couhaib Driouech,175,64,61,89,78,56.0
24,258973,Mamadou Fofana,177,70,73,81,80,60.0
24,259114,Ole ter Haar Romeny,185,81,75,80,64,65.0
24,259292,Jack Maher,190,80,71,71,44,47.0
24,260083,John Nwankwo Chetauya Donald Okeh,185,77,60,36,55,52.0
24,260149,Markus Solbakken,182,70,70,76,69,65.0
24,260340,Max Svensson Río,182,75,63,76,76,60.0
24,260369,Luca Kerber,180,77,62,81,77,66.0
24,261245,Daniel Pereira Gil,175,68,55,72,75,70.0
24,261377,Rafael Julián Lutiger Vidalón,188,79,73,74,46,48.0
24,262986,Tomás Costa Silva,172,64,35,73,62,60.0
24,263233,Bendegúz Bolla,182,78,61,75,68,63.0
24,263279,Ole Pohlmann,183,80,73,77,75,62.0
24,263790,Leonardo Alves Chú Franco,178,78,61,54,78,53.0
24,264372,Nicolas Galazzi,180,72,62,55,66,63.0
24,264384,Kwame Peprah,180,75,74,68,71,62.0
24,265799,Mathias Olesen,188,78,71,65,61,57.0
24,266389,Patrick Schulte,193,79,63,19,29,36.0
24,266410,Joaquín Lavega Colzada,175,71,44,63,83,48.0
24,268484,Brian Mansilla,176,75,67,65,86,58.0
24,269490,Audenirton Soares da Silva,197,87,69,17,36,34.0
24,270486,Enzo Miguel Larrosa MArtínez,185,75,80,57,54,49.0
24,271518,José David Álvarez Adsuar,183,75,58,65,58,49.0
24,271680,Djibril Thialaw Diop,188,80,80,65,58,60.0
24,272956,Agustín Toledo,178,71,57,61,56,48.0
24,274191,横田 大祐,170,66,34,75,86,61.0
24,274482,Adrián Ademir Ascues Earl,181,81,74,65,70,52.0
24,274505,Marco Antonio Saravia Antinori,188,88,77,67,46,54.0
24,275903,Federico Bergonzi,174,71,66,66,70,61.0
24,276739,Kevin Haveri,191,76,55,70,65,55.0
24,277627,Dal Varešanović,177,73,49,68,67,69.0
24,230787,Julian Rekdahl Faye Lund,186,80,63,30,42,44.0
24,235618,Kane Leo Wilson,178,71,64,88,79,62.0
24,235807,Aaron Paul Morley,183,72,71,82,69,66.0
24,235824,Tomás Jesús Alarcón Vergara,174,68,75,70,67,68.0
24,237232,Batuhan Ahmet Şen,192,81,60,24,37,47.0
24,237407,Christopher James Durkin,182,75,63,82,53,61.0
24,239379,Victor Christoffer Jensen,175,65,55,69,72,65.0
24,239579,Michael Baidoo,174,70,58,61,84,53.0
24,239949,João Ricardo Pereira Queirós,190,81,85,62,48,56.0
24,239981,Jann-Fiete Arp,184,78,78,62,76,60.0
24,240955,Tomás Durso,185,80,52,23,52,37.0
24,241538,Shaquille Pinas,182,73,72,72,75,54.0
24,242154,Angus Thurgate,178,70,69,77,73,58.0
24,242512,Adrian Gryszkiewicz,185,83,81,79,66,59.0
24,243049,Mattia Viviani,183,74,62,62,71,61.0
24,243599,Peter Ouaneh,185,80,80,75,60,64.0
24,243646,Erik Benjamin Nygren,184,77,67,65,62,65.0
24,243652,Borja Garcés Moreno,183,71,55,52,71,58.0
24,244542,Kylian Kaïboué,182,65,64,80,71,58.0
24,244676,Jasper Schendelaar,187,87,50,17,26,51.0
24,244684,Vitalie Damaşcan,180,74,67,71,73,63.0
24,245252,Ahmet Ege Gürleyen,193,93,91,64,37,51.0
24,246039,Jorge Mier Martínez,175,65,54,70,75,54.0
24,246192,Ilija Vukotić,191,78,74,68,55,66.0
24,246617,Javier Mier Martínez,176,69,64,69,75,65.0
24,246816,Eddy Sylvestre Negadi,173,69,62,71,74,65.0
24,246865,Franco Agustín Quinteros,178,71,56,64,63,60.0
24,247040,Orest Lebedenko,171,70,38,76,60,54.0
24,247754,Gianni Ryan Stensness,185,82,81,84,51,60.0
24,250993,Maxwell Gyamfi,185,75,79,78,67,48.0
24,251306,Adam Fletcher Randell,175,69,65,80,83,66.0
24,251381,Philippe Paulin Keny,190,80,77,68,61,56.0
24,251686,Damián Ariel Fernández,180,74,72,78,63,55.0
24,251790,Hamza Rafia,181,75,62,70,72,63.0
24,251845,Abu Francis,182,75,68,66,74,65.0
24,251916,Pape Ndiaga Yade,185,76,76,52,69,61.0
